,team1,team2,Ground,date,Series,toss_winner,first_batting,match_winner,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank
86,England,West Indies,"Old Trafford, Manchester", May 25 1991, West Indies tour of England at Manchester,2,1,1,6,41,39,101,101,101,4,101,70,101,101,101,65,36,72,101,101,44,53,14,101,83,42,76,38,101,9,101,34,34,8,38,25,101,54,7,13,101,74,1,80,5,101,26
87,West Indies,England,"Lord's, London", May 27 1991, West Indies tour of England at London,2,1,2,43,78,40,101,9,101,101,101,7,38,23,101,33,34,54,8,73,1,81,6,101,26,8,41,37,101,72,101,48,101,101,101,101,101,65,37,71,101,53,5,101,59,101,81
88,Pakistan,West Indies,Sharjah Cricket Stadium, Oct 17 1991, Wills Trophy at Sharjah,2,1,2,101,101,101,101,101,101,101,101,13,78,16,14,49,3,101,101,89,28,86,2,101,101,41,79,101,101,6,101,101,101,22,101,29,29,39,101,101,22,73,1,87,7,96,25
89,India,Pakistan,Sharjah Cricket Stadium, Oct 18 1991, Wills Trophy at Sharjah,1,1,1,34,31,10,101,35,101,9,75,38,98,101,101,101,101,75,101,65,5,101,101,101,71,101,101,101,101,12,79,101,101,17,14,101,101,50,3,101,101,101,52,86,2,101,101
90,India,West Indies,Sharjah Cricket Stadium, Oct 19 1991, Wills Trophy at Sharjah,2,1,1,35,27,6,101,32,101,10,75,38,98,101,101,101,101,64,4,75,101,101,69,101,51,42,76,82,101,7,101,101,101,23,101,31,26,69,101,41,101,73,1,86,7,94,28
91,Pakistan,West Indies,Sharjah Cricket Stadium, Oct 21 1991, Wills Trophy at Sharjah,1,1,1,101,101,101,101,13,80,101,101,17,14,101,101,49,3,101,101,101,51,88,2,101,101,44,76,84,101,3,101,101,101,33,22,23,101,39,101,86,7,77,1,82,9,93,29
92,West Indies,India,Sharjah Cricket Stadium, Oct 22 1991, Wills Trophy at Sharjah,2,1,2,43,77,83,101,5,101,34,22,23,101,57,101,41,101,86,7,101,23,73,1,94,29,85,94,7,101,26,101,10,76,38,75,101,101,101,101,65,5,75,101,101,62,101,50
93,Pakistan,India,Sharjah Cricket Stadium, Oct 23 1991, Wills Trophy at Sharjah,1,1,1,101,101,32,88,101,101,101,101,15,16,49,3,101,101,101,101,100,49,88,2,101,101,36,28,101,101,23,101,10,76,33,74,101,101,61,5,74,101,101,87,101,62,101,51
94,Pakistan,India,Sharjah Cricket Stadium, Oct 25 1991, Wills Trophy at Sharjah,2,1,1,101,101,101,101,64,101,101,101,16,18,101,101,49,3,101,101,99,46,89,2,101,101,35,30,8,101,21,101,11,76,36,74,98,101,101,101,62,5,72,101,101,82,101,62
95,South Africa,India,"Eden Gardens, Kolkata", Nov 10 1991, South Africa tour of India at Kolkata,2,1,2,101,101,101,101,47,90,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,36,32,9,101,21,101,29,74,11,79,97,101,101,101,59,5,72,101,101,58,101,75
96,India,South Africa,"Captain Roop Singh Stadium, Gwalior", Nov 12 1991, South Africa tour of India at Gwalior,2,1,1,23,67,9,101,20,101,34,74,12,80,101,101,101,101,59,5,72,101,101,54,101,64,101,101,101,101,41,92,101,101,98,101,101,101,101,101,101,101,101,101,101,101,101,76
97,India,South Africa,"Jawaharlal Nehru Stadium, New Delhi", Nov 14 1991, South Africa tour of India at Delhi,1,1,2,34,32,23,67,16,101,36,75,101,101,27,101,101,101,59,5,84,101,101,51,101,64,101,101,37,94,99,101,70,101,101,101,101,101,101,101,101,101,101,101,101,91,101,53
98,West Indies,Pakistan,"National Stadium, Karachi", Nov 20 1991, West Indies tour of Pakistan at Karachi,1,1,1,3,101,101,101,5,101,75,101,34,20,56,101,101,101,86,8,73,1,101,101,96,23,101,101,101,101,62,101,101,101,14,83,17,18,49,4,101,101,93,29,88,3,101,101
99,West Indies,Pakistan,"Gaddafi Stadium, Lahore", Nov 22 1991, West Indies tour of Pakistan at Lahore,2,1,2,2,101,101,101,6,101,73,101,31,20,53,101,51,10,101,101,86,12,74,1,94,23,101,101,101,101,101,101,101,101,17,15,101,101,49,3,101,101,85,4,96,27,101,101
100,West Indies,Pakistan,"Iqbal Stadium, Faisalabad", Nov 24 1991, West Indies tour of Pakistan at Faisalabad,2,1,1,4,101,89,101,6,101,58,101,27,21,52,101,53,11,101,101,101,84,74,1,101,100,101,101,94,101,48,101,101,101,17,17,101,101,50,3,96,101,87,4,95,27,101,101
101,India,West Indies,"W.A.C.A. Ground, Perth", Dec 6 1991, Benson & Hedges World Series at Perth,2,1,2,31,34,23,68,14,101,37,75,15,80,101,101,101,101,58,5,74,101,101,101,101,60,4,101,91,101,7,101,56,101,28,23,52,101,54,8,101,101,72,1,101,77,94,22
102,India,Australia,"W.A.C.A. Ground, Perth", Dec 8 1991, Benson & Hedges World Series at Perth,1,1,1,32,25,22,68,17,101,35,74,16,80,84,101,101,101,60,5,101,96,74,101,101,58,3,101,21,101,1,100,12,48,64,98,19,28,101,101,43,101,55,13,100,18,101,21
103,India,Australia,"Bellerive Oval, Hobart", Dec 10 1991, Benson & Hedges World Series at Hobart,1,1,2,35,25,23,68,13,101,31,74,101,101,83,101,16,82,101,79,60,5,101,54,74,101,18,101,4,101,1,100,12,48,64,98,20,29,101,101,42,101,55,14,99,10,101,19
104,Australia,West Indies,Melbourne Cricket Ground, Dec 12 1991, Benson & Hedges World Series at Melbourne,1,1,1,4,101,18,101,1,99,12,49,47,97,20,24,43,101,55,12,99,9,101,40,101,19,3,101,59,101,7,101,56,101,30,22,50,101,57,7,101,101,67,1,101,64,92,25
105,India,West Indies,Adelaide Oval, Dec 14 1991, Benson & Hedges World Series at Adelaide,1,1,1,34,23,22,70,11,101,25,75,16,81,101,101,83,101,60,5,74,101,101,43,101,47,2,101,71,101,9,101,53,101,31,22,52,101,55,8,101,101,68,1,101,64,91,28
106,India,Australia,Adelaide Oval, Dec 15 1991, Benson & Hedges World Series at Adelaide,1,1,2,34,24,22,72,13,101,25,75,17,82,82,101,101,101,59,5,73,101,101,47,101,46,19,101,5,101,1,99,10,51,49,97,20,22,43,101,57,13,99,7,101,35,101,18
107,Australia,West Indies,Sydney Cricket Ground, Dec 18 1991, Benson & Hedges World Series at Sydney,1,1,1,4,101,18,101,1,99,20,22,50,91,10,51,40,101,53,16,99,7,101,31,101,13,2,101,76,101,9,101,55,101,26,23,48,101,57,9,101,101,101,87,70,1,101,64
108,Sri Lanka,Pakistan,"Sports Stadium, Sargodha", Jan 10 1992, Sri Lanka tour of Pakistan at Sargodha,2,1,2,39,101,101,101,21,68,13,54,101,87,101,101,101,101,101,101,101,29,101,43,101,101,101,101,48,101,14,84,101,101,101,101,101,101,51,4,95,101,101,45,87,3,101,101
109,New Zealand,England,"Eden Park, Auckland", Jan 11 1992, England tour of New Zealand at Auckland,1,1,2,29,101,56,101,14,67,6,90,30,101,69,53,101,75,45,101,101,23,101,44,101,27,5,41,63,101,20,101,4,101,42,101,43,101,101,77,101,39,64,36,52,9,101,54
110,India,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Jan 11 1992, Benson & Hedges World Series at Brisbane,1,1,2,24,70,9,101,15,101,23,73,19,83,101,101,60,7,101,101,73,101,101,42,101,43,2,101,75,101,59,101,8,101,26,20,57,101,61,8,101,101,72,1,101,57,90,32
111,West Indies,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Jan 12 1992, Benson & Hedges World Series at Brisbane,2,1,1,2,101,63,101,47,101,7,101,27,21,54,101,61,8,74,1,101,56,101,101,91,24,13,101,3,101,1,99,11,53,40,61,55,87,22,19,41,101,51,11,97,5,101,25
112,Pakistan,Sri Lanka,"National Stadium, Karachi", Jan 13 1992, Sri Lanka tour of Pakistan at Karachi,2,1,1,101,101,86,101,14,84,101,101,15,18,54,4,101,101,95,101,97,27,84,3,101,101,37,101,101,101,21,68,13,57,101,86,101,101,101,101,101,33,101,28,101,45,101,101
113,India,Australia,Sydney Cricket Ground, Jan 14 1992, Benson & Hedges World Series at Sydney,1,1,2,34,27,24,71,12,101,18,101,21,74,19,84,101,101,60,6,88,101,101,44,101,41,4,101,9,101,43,83,101,101,40,61,23,19,41,101,52,15,98,4,101,101,101,25
114,Pakistan,Sri Lanka,"Niaz Stadium, Hyderabad", Jan 15 1992, Sri Lanka tour of Pakistan at Hyderabad,2,1,1,101,101,68,101,10,86,101,101,54,5,101,101,101,101,94,101,97,27,86,3,101,101,101,101,56,97,16,57,101,101,101,83,23,69,101,34,101,101,101,26,101,45,101,101
115,West Indies,India,Melbourne Cricket Ground, Jan 16 1992, Benson & Hedges World Series at Melbourne,1,1,2,2,101,66,101,48,101,8,101,26,20,50,101,63,9,101,101,65,1,101,56,92,24,36,29,22,72,19,101,17,71,20,85,80,101,101,101,61,7,88,101,101,37,101,39
116,Pakistan,Sri Lanka,"Ibn-e-Qasim Bagh Stadium, Multan", Jan 17 1992, Sri Lanka tour of Pakistan at Multan,2,1,2,101,101,49,101,101,101,56,5,86,101,96,26,101,101,101,101,10,86,84,3,101,101,48,97,101,101,21,69,17,57,101,101,101,78,101,101,101,23,101,47,101,46,101,101
117,Australia,India,Melbourne Cricket Ground, Jan 18 1992, Benson & Hedges World Series at Melbourne,1,1,1,8,101,4,101,1,99,44,76,41,62,11,54,24,19,40,101,53,11,98,4,101,24,36,28,21,72,19,101,18,68,22,86,76,101,101,101,62,7,90,101,101,37,101,42
118,Pakistan,Sri Lanka,Rawalpindi Cricket Stadium, Jan 19 1992, Sri Lanka tour of Pakistan at Rawalpindi,2,1,1,101,101,39,101,101,101,10,84,101,101,56,5,101,101,84,101,96,22,85,3,101,101,38,101,49,97,22,69,16,57,101,101,101,77,101,101,101,24,101,45,101,101,101,101
119,Australia,India,Sydney Cricket Ground, Jan 20 1992, Benson & Hedges World Series at Sydney,1,1,1,4,101,9,101,1,98,45,69,44,61,10,55,24,19,41,101,53,12,98,5,101,21,35,29,22,73,21,101,12,66,23,84,101,101,64,101,88,101,61,7,101,38,101,37
120,New Zealand,England,"Carisbrook, Dunedin", Feb 12 1992, England tour of New Zealand at Dunedin,1,1,2,57,101,7,89,30,101,16,69,28,78,65,49,101,79,46,101,101,101,101,28,101,37,5,44,69,101,23,101,3,101,44,31,47,101,101,62,101,40,63,33,101,61,101,52
121,England,New Zealand,"AMI Stadium, Christchurch", Feb 15 1992, England tour of New Zealand at Christchurch,2,1,1,40,32,69,101,16,101,101,101,4,101,5,44,101,36,66,28,101,53,101,61,101,16,63,89,30,101,31,101,17,70,27,79,60,48,101,77,43,101,101,101,101,37,101,10
122,New Zealand,Australia,"Eden Park, Auckland", Feb 22 1992, Benson & Hedges World Cup at Auckland,1,1,1,30,101,62,85,10,90,14,70,26,78,61,48,44,101,101,79,101,63,101,34,101,10,7,101,4,101,1,99,12,56,46,67,45,61,24,20,40,101,99,5,54,15,101,14
123,England,India,"W.A.C.A. Ground, Perth", Feb 22 1992, Benson & Hedges World Cup at Perth,1,1,1,5,44,42,27,9,101,70,101,43,101,47,101,101,36,68,29,101,52,56,9,101,54,34,32,20,74,23,84,13,66,101,101,57,101,101,101,101,86,76,101,65,7,101,38
124,Zimbabwe,Sri Lanka,"Pukekura Park, New Plymouth", Feb 23 1992, Benson & Hedges World Cup at New Plymouth,2,1,2,94,101,101,101,99,101,81,101,101,101,75,101,95,90,101,87,101,101,101,93,101,64,38,101,45,95,19,58,22,66,12,42,101,76,101,101,101,98,101,24,101,47,101,101
125,Pakistan,West Indies,Melbourne Cricket Ground, Feb 23 1992, Benson & Hedges World Cup at Melbourne,2,1,2,101,101,101,101,35,101,11,81,101,101,101,101,55,5,101,101,101,101,82,101,101,101,2,101,39,101,8,101,26,19,29,101,51,101,80,40,63,9,101,31,101,101,65,1
126,Sri Lanka,New Zealand,"Seddon Park, Hamilton", Feb 25 1992, Benson & Hedges World Cup at Hamilton,2,1,2,35,101,46,96,24,63,19,59,13,44,101,77,101,101,101,75,101,24,101,45,101,101,30,101,62,85,9,92,15,71,25,80,58,42,45,101,101,60,101,31,101,30,101,10
127,Australia,South Africa,Sydney Cricket Ground, Feb 26 1992, Benson & Hedges World Cup at Sydney,1,1,2,4,101,7,101,1,101,14,53,49,68,23,21,41,101,55,14,99,4,101,23,101,15,31,101,101,101,70,101,101,101,75,97,101,101,101,80,101,101,101,77,101,101,101,47
128,Pakistan,Zimbabwe,"Bellerive Oval, Hobart", Feb 27 1992, Benson & Hedges World Cup at Hobart,2,1,1,101,101,101,101,32,101,9,85,101,101,55,3,101,101,96,20,101,96,83,101,101,101,101,101,93,101,101,101,76,101,101,101,59,101,82,82,101,89,101,64,101,101,101,88
129,West Indies,England,Melbourne Cricket Ground, Feb 27 1992, Benson & Hedges World Cup at Melbourne,2,1,2,2,101,42,101,10,101,27,19,49,101,29,101,84,41,67,9,101,101,68,1,101,24,3,46,44,23,11,101,51,101,41,101,48,101,101,50,101,34,69,30,58,8,101,56
130,India,Sri Lanka,"Harrup Park, Mackay", Feb 28 1992, Benson & Hedges World Cup at Mackay,2,1,2,20,74,101,101,101,101,13,66,101,101,60,101,101,101,101,40,66,6,79,101,101,37,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
131,South Africa,New Zealand,"Eden Park, Auckland", Feb 29 1992, Benson & Hedges World Cup at Auckland,1,1,2,33,101,101,101,53,101,101,101,101,101,77,96,101,101,101,84,101,82,101,45,101,101,28,101,55,91,8,95,45,101,15,72,25,85,63,39,101,81,101,54,101,31,101,9
132,West Indies,Zimbabwe,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Feb 29 1992, Benson & Hedges World Cup at Brisbane,2,1,1,52,88,38,101,10,101,26,21,48,99,31,101,71,10,101,101,101,16,101,52,90,20,101,101,101,101,101,101,66,101,61,101,101,101,101,101,101,74,101,63,101,89,101,101
133,Australia,India,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Mar 1 1992, Benson & Hedges World Cup at Brisbane,1,1,1,43,101,5,101,7,101,1,101,23,26,47,64,15,55,100,4,60,12,101,37,101,27,35,33,22,76,21,87,13,67,101,101,19,101,101,101,79,101,101,38,70,6,101,36
134,Pakistan,England,Adelaide Oval, Mar 1 1992, Benson & Hedges World Cup at Adelaide,2,1,2,101,101,101,101,33,101,11,86,101,101,101,101,58,3,88,101,101,101,93,24,101,101,3,48,44,16,10,101,52,101,42,101,48,101,101,34,101,47,69,19,59,8,101,15
135,South Africa,Sri Lanka,"Basin Reserve, Wellington", Mar 2 1992, Benson & Hedges World Cup at Wellington,2,1,2,33,101,75,96,46,101,101,101,101,101,101,101,101,80,101,79,101,101,101,101,101,44,30,101,101,101,24,65,21,60,101,101,12,45,101,82,101,72,101,25,98,43,101,101
136,New Zealand,Zimbabwe,"McLean Park, Napier", Mar 3 1992, Benson & Hedges World Cup at Napier,2,1,1,28,101,56,90,8,96,13,75,101,85,25,86,62,36,45,101,101,54,101,31,101,24,95,101,61,101,67,101,87,84,101,70,101,101,101,101,101,101,101,101,101,64,101,73
137,India,Pakistan,Sydney Cricket Ground, Mar 4 1992, Benson & Hedges World Cup at Sydney,1,1,1,101,101,23,79,18,88,92,101,11,62,21,101,101,101,79,101,69,3,101,38,101,37,101,101,34,101,60,101,12,87,101,101,17,11,58,4,101,101,84,101,96,24,101,101
138,South Africa,West Indies,"AMI Stadium, Christchurch", Mar 5 1992, Benson & Hedges World Cup at Christchurch,2,1,1,101,101,34,101,37,101,101,101,68,94,101,101,101,84,101,101,101,66,101,83,101,42,2,101,40,101,13,101,27,26,53,100,28,101,73,10,101,101,69,1,101,48,101,18
139,Australia,England,Sydney Cricket Ground, Mar 5 1992, Benson & Hedges World Cup at Sydney,1,1,2,45,64,49,101,7,101,1,101,22,29,15,55,44,101,61,14,101,5,101,25,101,22,3,47,41,11,8,101,48,101,46,101,51,101,101,33,101,52,71,12,57,7,101,57
140,India,Zimbabwe,"Seddon Park, Hamilton", Mar 7 1992, Benson & Hedges World Cup at Hamilton,1,1,1,23,79,101,101,20,89,10,62,21,101,93,101,101,101,78,101,101,37,71,3,101,38,101,101,80,101,57,101,101,101,101,101,101,101,89,85,101,66,101,101,101,58,101,80
141,Sri Lanka,Australia,Adelaide Oval, Mar 7 1992, Benson & Hedges World Cup at Adelaide,2,1,2,32,101,48,101,25,63,18,61,13,45,101,82,101,101,101,75,101,27,99,44,101,101,41,67,5,101,51,65,6,101,1,101,22,30,101,101,45,101,61,13,101,4,101,18
142,West Indies,New Zealand,"Eden Park, Auckland", Mar 8 1992, Benson & Hedges World Cup at Auckland,2,1,2,2,101,34,101,13,101,29,25,50,99,30,101,101,101,101,101,101,14,68,1,101,47,25,101,55,94,11,98,10,78,26,87,63,32,101,46,47,101,101,28,101,19,101,9
143,South Africa,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Mar 8 1992, Benson & Hedges World Cup at Brisbane,2,1,1,90,101,35,101,101,101,69,88,101,101,101,101,87,76,101,101,101,60,101,68,101,42,101,101,64,101,28,101,17,11,101,101,59,5,101,101,82,101,99,24,101,74,101,101
144,England,Sri Lanka,"Eastern Oval, Ballarat", Mar 9 1992, Benson & Hedges World Cup at Ballarat,1,1,1,3,48,43,10,9,101,45,101,40,101,47,101,101,28,68,13,101,50,58,8,101,57,34,101,49,101,26,64,19,62,14,45,101,101,101,84,101,40,101,26,100,38,101,101
145,India,West Indies,"Basin Reserve, Wellington", Mar 10 1992, Benson & Hedges World Cup at Wellington,1,1,2,101,101,23,82,18,91,9,63,20,101,101,101,66,101,78,101,71,6,101,34,101,37,2,101,29,101,54,88,14,101,44,100,32,101,28,26,101,101,101,14,68,1,101,42
146,Zimbabwe,South Africa,"Manuka Oval, Canberra", Mar 10 1992, Benson & Hedges World Cup at Canberra,2,1,2,101,101,79,101,101,101,70,101,58,101,101,101,101,66,101,101,101,58,101,77,101,73,34,101,85,101,31,94,69,89,101,101,101,101,87,65,101,101,101,55,101,59,101,40
147,Pakistan,Australia,"W.A.C.A. Ground, Perth", Mar 11 1992, Benson & Hedges World Cup at Perth,1,1,1,101,101,101,101,101,101,12,91,17,11,32,101,101,101,59,4,82,101,97,17,101,101,44,62,5,101,6,101,1,101,51,68,15,53,23,27,48,101,101,3,101,19,101,25
148,India,New Zealand,"Carisbrook, Dunedin", Mar 12 1992, Benson & Hedges World Cup at Dunedin,2,1,2,99,101,23,82,15,92,5,64,20,101,101,101,101,98,77,101,101,35,71,5,101,34,21,101,57,93,6,94,9,79,50,101,24,87,66,33,101,86,101,40,101,20,101,9
149,South Africa,England,Melbourne Cricket Ground, Mar 12 1992, Benson & Hedges World Cup at Melbourne,2,1,2,30,101,63,101,26,97,96,101,58,91,101,101,88,59,101,101,101,50,101,66,101,43,101,101,42,11,11,101,51,101,32,101,101,52,101,29,70,12,54,8,101,56,101,19
150,West Indies,Sri Lanka,Berri Oval, Mar 13 1992, Benson & Hedges World Cup at Berri,2,1,1,2,101,33,101,40,88,13,101,43,94,34,101,30,15,101,101,67,1,101,14,101,41,38,101,44,101,101,101,20,63,12,45,27,66,101,101,101,79,101,20,101,38,101,101
151,Australia,Zimbabwe,"Bellerive Oval, Hobart", Mar 14 1992, Benson & Hedges World Cup at Hobart,1,1,1,47,62,7,101,1,101,16,55,40,69,21,26,50,101,60,14,101,3,101,10,101,17,101,101,75,101,101,101,101,101,72,101,56,101,101,101,101,66,101,95,101,49,101,73
152,India,South Africa,Adelaide Oval, Mar 15 1992, Benson & Hedges World Cup at Adelaide,2,1,2,101,101,20,101,14,91,5,61,101,101,95,101,63,101,101,34,77,101,68,5,101,35,53,101,23,98,57,77,94,101,27,101,96,101,86,59,101,101,101,51,101,66,101,40
153,Sri Lanka,Pakistan,"W.A.C.A. Ground, Perth", Mar 15 1992, Benson & Hedges World Cup at Perth,1,1,2,37,101,38,101,101,101,19,64,26,65,12,46,101,101,101,81,101,15,101,47,101,101,101,101,101,101,17,11,10,89,101,101,35,101,101,101,59,4,81,101,97,16,101,101
154,New Zealand,Pakistan,"AMI Stadium, Christchurch", Mar 18 1992, Benson & Hedges World Cup at Christchurch,2,1,2,20,101,57,93,5,90,8,79,27,87,68,33,101,35,51,101,101,23,101,27,101,10,101,101,101,101,37,101,10,89,101,101,101,101,101,101,58,2,82,101,98,11,101,101
155,Zimbabwe,England,"Lavington Sports Oval, Albury", Mar 18 1992, Benson & Hedges World Cup at Albury,2,1,1,101,101,73,101,101,101,101,101,62,101,56,101,101,101,79,78,97,48,101,47,101,75,6,49,46,12,7,101,11,101,50,95,30,101,31,101,60,8,101,55,101,20,101,54
156,Australia,West Indies,Melbourne Cricket Ground, Mar 18 1992, Benson & Hedges World Cup at Melbourne,1,1,1,43,61,3,101,1,101,17,58,35,69,23,25,48,101,59,17,101,4,101,9,101,14,2,101,24,101,44,82,14,101,42,92,33,101,29,18,101,101,101,19,67,1,101,39
157,New Zealand,Pakistan,"Eden Park, Auckland", Mar 21 1992, Benson & Hedges World Cup at Auckland,1,1,2,20,101,35,101,8,88,4,78,25,84,67,31,51,101,101,32,88,17,101,26,101,9,101,101,101,101,18,13,9,87,101,101,28,101,58,2,79,101,97,11,101,70,101,101
158,England,South Africa,Sydney Cricket Ground, Mar 22 1992, Benson & Hedges World Cup at Sydney,2,1,1,8,48,47,12,31,101,34,93,32,101,7,101,101,29,83,59,58,8,101,18,101,47,29,101,52,101,22,92,53,72,86,101,77,101,80,53,101,101,101,50,101,57,101,38
159,Pakistan,England,Melbourne Cricket Ground, Mar 25 1992, Benson & Hedges World Cup at Melbourne,1,1,1,101,101,101,101,16,14,6,86,24,101,54,2,101,101,101,101,79,101,98,9,101,101,9,48,48,13,32,101,35,93,26,101,8,101,101,30,81,60,66,12,58,8,101,47
160,West Indies,South Africa,"Sabina Park, Kingston, Jamaica", Apr 7 1992, South Africa tour of West Indies at Kingston,2,1,1,3,101,22,101,29,78,14,101,39,89,30,18,101,16,62,1,101,101,101,31,90,15,45,101,31,101,23,94,52,69,68,93,72,101,101,47,101,101,101,101,101,88,101,34
161,South Africa,West Indies,"Queen's Park Oval, Port of Spain, Trinidad", Apr 11 1992, South Africa tour of West Indies at Port of Spain,2,1,2,50,101,31,101,28,93,55,70,62,91,59,101,101,101,101,48,101,98,101,58,101,35,2,101,16,101,29,78,101,101,38,88,84,39,101,14,64,1,101,101,100,27,90,16
162,South Africa,West Indies,"Queen's Park Oval, Port of Spain, Trinidad", Apr 12 1992, South Africa tour of West Indies at Port of Spain,2,1,2,50,101,101,101,30,101,29,89,59,69,53,92,89,101,101,101,101,47,101,50,101,101,2,101,16,101,23,78,14,101,37,88,84,36,101,14,64,1,101,101,100,26,90,15
163,England,Pakistan,"Lord's, London", May 20 1992, Pakistan tour of England at London,2,1,1,10,48,30,101,8,101,6,101,24,101,42,87,47,13,101,30,65,9,58,7,101,42,101,101,101,101,101,101,9,85,29,101,101,101,52,2,101,101,79,101,94,12,101,101
164,England,Pakistan,"Kennington Oval, London", May 22 1992, Pakistan tour of England at London,1,1,1,10,49,25,101,9,101,7,101,23,101,31,88,47,13,101,30,65,9,58,8,101,41,101,101,101,101,101,101,30,101,8,85,93,101,101,94,79,101,95,12,101,101,101,101
165,Australia,Sri Lanka,"P Sara Oval, Colombo", Aug 15 1992, Australia tour of Sri Lanka at Colombo,2,1,2,38,56,46,101,1,101,4,101,36,66,19,57,85,40,48,101,101,4,101,48,101,7,42,101,101,101,26,63,15,65,12,46,101,101,101,101,101,71,101,16,101,39,101,101
166,England,Pakistan,"Trent Bridge, Nottingham", Aug 20 1992, Pakistan tour of England at Nottingham,2,1,1,11,52,23,101,5,101,20,101,8,101,25,88,47,13,101,28,57,4,101,35,101,21,101,101,101,101,101,101,99,101,33,101,101,101,52,3,101,101,87,7,90,12,101,101
167,Pakistan,England,"Lord's, London", Aug 22 1992, Pakistan tour of England at London,1,1,1,101,101,101,101,101,101,7,85,33,101,52,3,101,88,80,101,87,4,89,12,101,101,43,13,25,101,9,101,18,101,6,101,26,87,101,101,77,54,101,27,60,5,101,33
168,Pakistan,England,"Old Trafford, Manchester", Aug 24 1992, Pakistan tour of England at Manchester,1,1,2,101,101,101,101,57,77,27,101,97,101,52,3,101,89,80,101,87,7,89,12,101,101,11,52,23,101,2,101,19,101,9,101,24,87,44,13,77,50,101,101,60,6,101,31
169,Australia,Sri Lanka,"R.Premadasa Stadium, Khettarama, Colombo", Sep 4 1992, Australia tour of Sri Lanka at Colombo,2,1,2,39,52,44,101,1,101,5,101,38,64,17,58,84,39,47,101,101,7,101,45,101,9,41,101,101,101,30,59,12,63,11,42,101,78,101,101,101,69,101,14,101,37,101,101
170,Sri Lanka,Australia,"R.Premadasa Stadium, Khettarama, Colombo", Sep 5 1992, Australia tour of Sri Lanka at Colombo,2,1,2,42,101,101,101,27,60,11,63,12,45,101,79,101,101,101,69,101,13,101,41,101,101,45,101,40,52,1,101,4,101,34,64,19,58,84,35,47,101,101,5,101,43,101,8
